Parameters
Parameter,Value
Model,microsoft/trocr-small-stage1
Type of Dataset,warped
Training Size,878
Validation Size,220
Batch Size,8
Epochs,10
Learning Rate,0.001

Metrics
Metric,Value
Accuracy,95.45%
Average Latency,80.14 ms
